frequency_rank,spanish,part_of_speech,english_meaning,korean,category_code
4482,innovación,nf,innovation,혁신,A-2
4483,tertulia,nf,"get-together, meeting of friends",모임,B-2
4484,carcajada,nf,"hearty laughter, guffaw",박장대소,B-2
4485,cancha,nf,"playing field, court",경기장,B-2
4486,republicano,adj,republican,공화주의의,A-2
4487,destruido,adj,destroyed,파괴된,B-2
4488,aburrimiento,nm,boredom,지루함,B-2
4489,trabajador,adj,hardworking,근면한,B-2
4490,inquietar,v,"make uneasy, disturb",불안하게 하다,B-2
4491,grandioso,adj,"magnificent, grandiose",웅장한,B-2
4492,específicamente,adv,specifically,구체적으로,A-2
4493,exportación,nf,"export, exportation",수출,A-2
4494,extremadamente,adv,extremely,극도로,A-2
4495,expandir,v,to expand,확장하다,A-2
4496,predecir,v,to predict,예측하다,A-2
4497,dichoso,adj,"fortunate, happy",행운의,B-2
4498,condicionar,v,"condition, determine",조건을 붙이다,A-2
4499,agrario,adj,"agrarian, agricultural",농업의,A-2
4500,suizo,adj,Swiss,스위스의,B-2
4501,presunto,adj,"alleged, presumed",추정되는,A-3
4502,tranvía,nm,"trolley, tram, streetcar",전차,B-2
4503,alertar,v,"alert, warn",경고하다,A-2
4504,cordón,nm,"cord, yarn, braid",끈,B-2
4505,prioridad,nf,priority,우선순위,A-2
4506,modalidad,nf,"mode, manner",방식,A-2
4507,desenlace,nm,"outcome, result",결말,B-2
4508,bailarín,nm/f,dancer,무용수,B-2
4509,artefacto,nm,"artifact, device","인공물, 장치",A-2
4510,trono,nm,throne,왕좌,B-2
4511,adjetivo,nm,adjective,형용사,A-2
4512,gama,nf,"range, musical scale",범위,B-2
4513,enfermar,v,to become ill,병에 걸리다,B-2
4514,gabinete,nm,"cabinet, den, office","내각, 진열장",A-2
4515,indagar,v,to investigate,조사하다,B-2
4516,vertiginoso,adj,dizzying,어지러운,B-2
4517,decente,adj,"respectable, decent",품위있는,A-2
4518,congelado,adj,frozen,얼어붙은,B-2
4519,peón,nm,"unskilled laborer, field hand",인부,B-2
4520,triple,adj,triple,3배의,A-1-b
4521,inspector,nm/f,inspector,조사관,A-2
4522,órbita,nf,"orbit, socket, field",궤도,A-2
4523,autopista,nf,"freeway, motorway",고속도로,B-2
4524,prosa,nf,prose,산문,A-1-b
4525,paréntesis,nm,"parenthesis, digression",괄호,A-2
4526,fabricación,nf,"manufacture, production",제조,A-2
4527,lesión,nf,"injury, wound, harm",부상,A-2
4528,mejilla,nf,cheek,뺨,B-2
4529,inseguro,adj,"unsure, unsafe",불안정한,A-2
4530,muelle,nm,"wharf, dock",부두,B-2
4531,velo,nm,veil,베일,B-2
4532,decoración,nf,decoration,장식,A-2
4533,rancho,nm,"ranch, farm",목장,B-2
4534,exceder,v,"excel, exceed",초과하다,A-2
4535,joder,v,"f**k, screw (around/up)",망치다(비속어),B-2
4536,irónico,adj,"ironic, mocking",반어적인,A-2
4537,alarmar,v,to alarm,경보를 울리다,A-2
4538,negociación,nf,negotiation,협상,A-2
4539,euforia,nf,"euphoria, elation",행복감,A-2
4540,convencimiento,nm,convincing,확신,B-2
4541,asombrado,adj,"amazed, bewildered",놀란,B-2
4542,rascar,v,"scratch, scrape",긁다,B-2
4543,desconcierto,nm,"disorder, chaos",혼란,B-2
4544,economista,nm/f,economist,경제학자,A-2
4545,oficialmente,adv,officially,공식적으로,A-2
4546,sofisticado,adj,sophisticated,세련된,A-2
4547,sobra,nf,"excess, surplus, leftover",나머지,B-2
4548,enredar,v,"entangle, ensnare",얽히게 하다,B-2
4549,ingenioso,adj,"ingenious, clever",재치있는,B-2
4550,tasa,nf,"rate, fee, levy","비율, 요금",B-2
4551,balanza,nf,"balance, (measuring) scale",저울,B-2
4552,factura,nf,"invoice, bill",송장,B-2
4553,hormiga,nf,ant,개미,B-2
4554,vulnerable,adj,vulnerable,취약한,A-2
4555,oso,nm,bear,곰,B-2
4556,trazo,nm,"line, stroke",선,B-2
4557,geométrico,adj,geometric,기하학의,A-2
4558,suspirar,v,to sigh,한숨 쉬다,B-2
4559,gusano,nm,"worm, caterpillar",벌레,B-2
4560,bendito,adj,blessed,축복받은,B-2
4561,conferir,v,to confer,수여하다,A-2
4562,manía,nf,"obsession, mania",집착,B-2
4563,disculpa,nf,"apology, excuse",사과,B-2
4564,trascendente,adj,transcendent,초월적인,A-2
4565,alarmante,adj,alarming,놀라운,A-2
4566,pequeñito,adj,"very small, tiny",아주 작은,B-2
4567,predominar,v,to predominate,우세하다,A-2
4568,metáfora,nf,metaphor,은유,A-2
4569,penetración,nf,"penetration, insight",침투,A-2
4570,pasajero,adj,"fleeting, transitory",일시적인,B-2
4571,whisky,nm,whisky,위스키,A-1-b
4572,turístico,adj,tourist,관광의,A-2
4573,despejar,v,clear (up),맑게 하다,B-2
4574,delirio,nm,"delirium, nonsense",망상,A-2
4575,impecable,adj,"impeccable, faultless",흠 없는,A-2
4576,soberbio,adj,"proud, arrogant",거만한,B-2
4577,librería,nf,bookstore,서점,B-2
4578,documentación,nf,documentation,서류,A-2
4579,sonriente,adj,smiling,미소 짓는,B-2
4580,decena,nf,ten (of something),10개,B-2
4581,nulo,adj,"void, null",무효의,B-2
4582,tigre,nm,tiger,호랑이,A-1-b
4583,premiar,v,to award,상을 주다,B-2
4584,implacable,adj,"relentless, implacable",무자비한,A-2
4585,senda,nf,"path, lane",길,B-2
4586,temperamento,nm,"temperament, personality",기질,A-2
4587,brevemente,adv,briefly,간단히,A-3
4588,desayunar,v,to have breakfast,아침 식사를 하다,B-2
4589,productivo,adj,"productive, profitable",생산적인,A-2
4590,dicha,nf,"fortune, happiness, luck",행운,B-2
4591,andaluz,adj,Andalusian,안달루시아의,B-2
4592,acta,nf (el),"(meeting) proceedings, minutes",의사록,B-2
4593,cera,nf,wax,밀랍,B-2
4594,tanque,nm,"tank, large container",탱크,A-1-a
4595,institucional,adj,institutional,제도적인,A-2
4596,vigoroso,adj,"vigorous, strong",활발한,A-2
4597,batería,nf,"battery, gun deck",배터리,A-2
4598,crema,nf,cream,크림,A-1-b
4599,atroz,adj,atrocious,끔찍한,B-2
4600,entretenimiento,nm,entertainment,오락,B-2
4601,pala,nf,shovel,삽,B-2
4602,servidumbre,nf,"staff of servants, servitude",노역,A-2
4603,resucitar,v,to resuscitate,부활하다,A-2
4604,psicólogo,nm/f,psychologist,심리학자,A-2
4605,sabroso,adj,"delicious, tasty",맛있는,B-2
4606,actriz,nf,actress,여배우,A-1-b
4607,esencialmente,adv,essentially,본질적으로,A-2
4608,larguísimo,adj,very long,아주 긴,B-2
4609,simultáneo,adj,simultaneous,동시의,A-2
4610,burro,nm,donkey,당나귀,B-2
4611,procedencia,nf,"origin, source",출처,B-2
4612,fiscal,nc,"district attorney, prosecutor",검사,A-1-a
4613,trascendental,adj,"far-reaching, transcendental",중대한,A-2
4614,colorado,adj,"red, colored",붉은,B-2
4615,financiar,v,to finance,자금을 조달하다,A-2
4616,participante,nm,participant,참가자,A-2
4617,rescate,nm,"rescue, ransom",구조,B-2
4618,apuro,nm,"trouble, predicament",곤경,B-2
4619,sudar,v,to sweat,땀을 흘리다,B-2
4620,prestigioso,adj,prestigious,명성 있는,A-2
4621,cautela,nf,caution,조심,B-2
4622,crónico,adj,chronic,만성적인,A-2
4623,táctica,nf,"tactics, strategy",전술,A-2
4624,descuido,nm,"neglect, oversight",부주의,B-2
4625,bíblico,adj,biblical,성경의,A-2
4626,matanza,nf,"slaughter, carnage",학살,B-2
4627,perturbar,v,"perturb, upset",교란하다,A-2
4628,paterno,adj,paternal,아버지의,A-2
4629,escrito,nm,"manuscript, writing",글,B-2
4630,pinta,nf,"appearance, look, aspect",외모,B-2
4631,envidiar,v,to envy,부러워하다,B-2
4632,reposar,v,"rest, lie down",쉬다,B-2
4633,acelerado,adj,"accelerated, quick",가속화된,A-2
4634,árido,adj,"arid, dry",건조한,A-1-a
4635,caprichoso,adj,"capricious, whimsical",변덕스러운,B-2
4636,minúsculo,adj,"minute, insignificant",아주 작은,A-2
4637,caldo,nm,"broth, soup",국물,B-2
4638,agonía,nf,"agony, grief",고뇌,A-2
4639,deteriorar,v,to deteriorate,악화시키다,A-2
4640,tregua,nf,"truce, rest",휴전,B-2
4641,vestuario,nm,"wardrobe, changing room",의상실,B-2
4642,desesperar,v,"despair, lose hope",절망하다,B-2
4643,bodega,nf,"cellar, pantry, warehouse",포도주 저장고,B-2
4644,antena,nf,antenna,안테나,A-1-a
4645,ligar,v,"tie, link, bind",묶다,B-2
4646,maldad,nf,"evil, wickedness",악,B-2
4647,obediencia,nf,obedience,복종,A-2
4648,ocurrencia,nf,"idea, witty remark",생각,A-2
4649,abiertamente,adv,openly,공공연하게,B-2
4650,complemento,nm,"complement, supplement",보충물,A-2
4651,editor,nm/f,"editor, publisher",편집자,A-1-a
4652,periodismo,nm,journalism,저널리즘,A-2
4653,piscina,nf,swimming pool,수영장,B-2
4654,provincial,adj,provincial,지방의,A-2
4655,mediar,v,to mediate,중재하다,A-3
4656,endurecer,v,"harden, make hard",단단하게 하다,B-2
4657,tradicionalmente,adv,traditionally,전통적으로,A-2
4658,inyección,nf,"shot, injection",주사,A-2
4659,ilegal,adj,illegal,불법의,A-2
4660,reproche,nm,"reproach, criticism",비난,B-2
4661,consistencia,nf,consistency,일관성,A-2
4662,nobleza,nf,"nobility, uprightness",고귀함,B-2
4663,terrestre,adj,"earthly, of the earth",지구의,A-3
4664,impotencia,nf,impotence,무력함,A-2
4665,vislumbrar,v,to glimpse,어렴풋이 보다,B-2
4666,cordial,adj,"cordial, friendly",진심 어린,A-2
4667,hostilidad,nf,"hostility, enmity",적대감,A-2
4668,angustiado,adj,"anguished, distressed",고뇌에 찬,B-2
4669,medicamento,nm,"medicine, drug",약,A-2
4670,entrenar,v,to train,훈련하다,B-2
4671,piadoso,adj,"devout, pious, merciful",경건한,B-2
4672,corporal,adj,"of the body, corporal",신체의,A-2
4673,conspiración,nf,conspiracy,음모,A-2
4674,ilimitado,adj,unlimited,무제한의,B-2
4675,detención,nf,"detention, arrest",구금,A-2
4676,autobús,nm,bus,버스,B-2
4677,firmemente,adv,firmly,확고하게,B-2
4678,esporádico,adj,sporadic,산발적인,A-2
4679,destreza,nf,skill,솜씨,B-2
4680,razonar,v,"reason (out), think",추론하다,A-2
4681,entrañas,nf,"insides, bowels",내장,B-2
4682,gratitud,nf,gratitude,감사,A-2
4683,rectificar,v,"rectify, straighten (out)",바로잡다,A-2
4684,melancólico,adj,melancholy,우울한,A-2
4685,editorial,nmf,"publisher (f), editorial article (m)","출판사, 사설",A-2
4686,móvil,adj,mobile,이동하는,A-2
4687,bicho,nm,"bug, creature",벌레,B-2
4688,martillo,nm,hammer,망치,A-3
4689,robusto,adj,"strong, robust, sturdy",튼튼한,A-2
4690,cooperación,nf,cooperation,협력,A-2
4691,elevación,nf,"rise, elevation, increase",상승,A-2
4692,atentado,nm,"(terrorist) attack, offense",테러 공격,B-2
4693,puñado,nm,"fistful, small group",한 줌,B-2
4694,llano,adj,"flat, level, plain",평평한,B-2
4695,colombiano,adj,Colombian,콜롬비아의,B-2
4696,sirena,nf,"siren, mermaid","사이렌, 인어",A-1-b
4697,espuma,nf,"foam, lather",거품,B-2
4698,cirujano,nm/f,surgeon,외과의사,A-3
4699,angustioso,adj,distressing,괴로운,B-2
4700,vereda,nf,"path, sidewalk",보도,B-2
4701,excitar,v,to excite,흥분시키다,A-2
4702,reivindicación,nf,"claim, demand, redemption",요구,B-2
4703,infección,nf,infection,감염,A-2
4704,chiquillo,nm,"kid, youngster",어린애,B-2
4705,distracción,nf,"distraction, amusement",주의 산만,A-2
4706,enumerar,v,"enumerate, count",열거하다,A-2
4707,estadístico,adj,statistical,통계의,A-2
4708,ingrediente,nm,ingredient,재료,A-1-a
4709,posar,v,"rest, pose, land","포즈를 취하다, 앉다",B-2
4710,maligno,adj,"evil, malignant",악의 있는,A-2
4711,irritar,v,to irritate,화나게 하다,A-2
4712,pugna,nf,"battle, struggle",투쟁,B-2
4713,comprensivo,adj,understanding,이해심 많은,A-2
4714,hueco,adj,hollow,텅 빈,B-2
4715,torta,nf,cake,케이크,B-2
4716,intérprete,nc,"performer, interpreter",통역사,A-2
4717,araña,nf,spider,거미,B-2
4718,facción,nf,"(face) feature, faction","이목구비, 파벌",B-2
4719,elocuente,adj,eloquent,설득력 있는,A-2
4720,tumbar,v,"knock over, cast down",쓰러뜨리다,B-2
4721,adentrar,v,"penetrate, go inside",들어가다,B-2
4722,diplomático,nm/f,diplomat,외교관,A-2
4723,exhibición,nf,"exhibition, showing",전시,A-2
4724,relajar,v,to relax,긴장을 풀다,A-2
4725,escaparate,nm,"showcase, display window",진열장,B-2
4726,afín,adj,"related, similar",유사한,B-2
4727,sargento,nm,sergeant,하사,A-3
4728,recrear,v,"recreate, amuse",재현하다,A-2
4729,usual,adj,"normal, usual",보통의,A-2
4730,estética,nf,aesthetics,미학,A-2
4731,caballería,nf,"cavalry, knighthood",기병대,A-3
4732,padrino,nm,"godparent, sponsor",대부,B-2
4733,diversidad,nf,"diversity, variety",다양성,A-2
4734,banquete,nm,"banquet, feast",연회,B-2
4735,bancario,adj,"bank, banking",은행의,B-2
4736,impartir,v,"impart, administer",주다,A-2
4737,andar,nm,"walk, gait, pace",걸음걸이,B-2
4738,gigante,nc,giant,거인,A-2
4739,afortunado,adj,fortunate,운 좋은,A-2
4740,pabellón,nm,"pavilion, sports hall",관,B-2
4741,abeja,nf,bee,벌,B-2
4742,asentir,v,"assent, agree",동의하다,B-2
4743,espontáneamente,adv,spontaneously,자발적으로,A-2
4744,informativo,adj,informative,유익한,A-2
4745,violín,nm,violin,바이올린,A-1-b
4746,astro,nm,star,천체,B-2
4747,dictador,nm,dictator,독재자,A-2
4748,roce,nm,"brush, graze",마찰,B-2
4749,prolongación,nf,extension,연장,A-2
4750,cráneo,nm,"skull, cranium",두개골,A-3
4751,aflojar,v,to loosen,느슨하게 하다,B-2
4752,hola,interj,"hello, hi",안녕,B-1
4753,importado,adj,imported,수입된,A-2
4754,íntegro,adj,"whole, entire, honest",온전한,A-3
4755,agradecimiento,nm,"gratitude, gratefulness",감사,B-2
4756,extra,adj,extra,추가의,A-1-a
4757,audacia,nf,"boldness, audacity",대담함,A-2
4758,cólera,nmf,"rage (f), cholera (m)","분노, 콜레라",A-2
4759,resignación,nf,"resignation, acceptance",체념,A-2
4760,legislación,nf,legislation,법률,A-2
4761,recíproco,adj,reciprocal,상호의,A-2
4762,caramelo,nm,"piece of candy, caramel",사탕,A-2
4763,pólvora,nf,"gunpowder, powder",화약,B-2
4764,rol,nm,role,역할,A-1-a
4765,fértil,adj,"fertile, rich",비옥한,A-2
4766,ensuciar,v,to get dirty,더럽히다,B-2
4767,largar,v,"let go, start out",내보내다,B-2
4768,acomodado,adj,"well-to-do, suitable",유복한,B-2
4769,idiota,nc,"idiot, dunce",바보,A-2
4770,bahía,nf,bay,만,B-2
4771,latitud,nf,latitude,위도,A-2
4772,buey,nm,ox,황소,B-2
4773,vaivén,nm,"swinging, rocking",흔들림,B-2
4774,equivocación,nf,"mistake, misconception",실수,B-2
4775,comunismo,nm,communism,공산주의,A-2
4776,partícula,nf,particle,입자,A-2
4777,intermedio,nm,"means, interval",중간,A-2
4778,económicamente,adv,economically,경제적으로,A-2
4779,limosna,nf,"alms, charity",자선,B-2
4780,equivalente,nm,equivalent,동등한 것,A-2
4781,flecha,nf,"arrow, dart",화살,B-2
4782,soberano,adj,"sovereign, self-assured",주권이 있는,B-2
4783,presentir,v,sense in advance,예감하다,B-2
4784,desilusión,nf,"disappointment, letdown",실망,B-2
4785,insertar,v,"insert, put in",삽입하다,A-2
4786,pato,nm,duck,오리,B-2
4787,guerrero,adj,"warrior, warlike",전사의,B-2
4788,grieta,nf,"crack, opening, slit",균열,B-2
4789,jinete,nm,"rider, horseman",기수,B-2
4790,involuntario,adj,involuntary,비자발적인,A-2
4791,discurrir,v,"flow, pass, roam",흐르다,B-2
4792,inexistente,adj,non-existent,존재하지 않는,A-2
4793,subjetivo,adj,subjective,주관적인,A-2
4794,agricultor,nm/f,farmer,농부,A-2
4795,garra,nf,"claw, fang",발톱,B-2
4796,engordar,v,"fatten, get fat",살찌우다,B-2
4797,soporte,nm,"support, endorsement",지지대,A-3
4798,concurrencia,nf,"coming together, participation",집합,B-2
4799,pirámide,nf,pyramid,피라미드,A-2
4800,aventurar,v,"venture, risk",모험하다,A-2
4801,neutro,adj,neutral,중립의,A-2
4802,demandar,v,"claim, sue",요구하다,A-2
4803,fósforo,nm,"match, match stick",성냥,B-2
4804,profeta,nm,prophet,예언자,A-2
4805,renacer,v,"be reborn, reappear",다시 태어나다,B-2
4806,restablecer,v,"reestablish, restore",회복시키다,B-2
4807,muslo,nm,thigh,허벅지,B-2
4808,desconcertado,adj,"disoriented, disconcerted",당황한,B-2
4809,retiro,nm,"withdrawal, retreat",은퇴,B-2
4810,comando,nm,"command, order",명령,A-2
4811,sobrevenir,v,"occur, befall, strike",갑자기 닥치다,B-2
4812,emisión,nf,"broadcast, emission",방송,A-2
4813,rebasar,v,"exceed, pass over",초과하다,B-2
4814,tenor,nm,a tenor de: in accordance with,~에 따라서,B-2
4815,recompensa,nf,"reward, recompense",보상,B-2
4816,complicidad,nf,"involvement, complicity",공모,B-2
4817,recelo,nm,"mistrust, suspicion",의심,B-2
4818,vibración,nf,vibration,진동,A-2
4819,restricción,nf,restriction,제한,A-2
4820,acatar,v,"comply with, abide by",준수하다,B-2
4821,transitar,v,"roam, go by",통행하다,A-2
4822,vara,nf,"rod, stick",막대기,B-2
4823,clientela,nf,"customers, clients",고객층,A-3
4824,soberanía,nf,sovereignty,주권,B-2
4825,impreciso,adj,"imprecise, vague",부정확한,A-2
4826,percatar,v,"inform, become aware",알아차리다,B-2
4827,frialdad,nf,"coldness, indifference",냉담,B-2
4828,encomendar,v,"commend, entrust",맡기다,B-2
4829,inspección,nf,inspection,검사,A-2
4830,inicial,nf,initial (letters),머리글자,A-2
4831,seducir,v,"seduce, tempt",유혹하다,A-2
4832,incidencia,nf,"ocurrence, impact",사건,A-2
4833,retroceso,nm,movement backwards,후퇴,B-2
4834,micrófono,nm,microphone,마이크,A-2
4835,previsible,adj,foreseeable,예상할 수 있는,B-2
4836,ventanilla,nf,(vehicle) window,창구,B-2
4837,frontal,adj,frontal,정면의,A-1-a
4838,extinción,nf,extinction,멸종,A-2
4839,infinito,nm,"infinite, infinity",무한,A-2
4840,campeón,nm,champion,챔피언,A-2
4841,incidir,v,"influence, affect",영향을 미치다,B-2
4842,monstruoso,adj,monstrous,괴물 같은,A-2
4843,persistente,adj,persistent,끈질긴,A-2
4844,oxígeno,nm,oxygen,산소,A-2
4845,rigidez,nf,rigidity,경직,A-2
4846,educado,adj,educated,교육받은,A-2
4847,irreversible,adj,irreversible,되돌릴 수 없는,A-2
4848,despedida,nf,"goodbye, farewell",작별,B-2
4849,vengar,v,"take revenge, avenge",복수하다,B-2
4850,encaje,nm,lace,레이스,B-2
4851,estropear,v,"ruin, mess up",망치다,B-2
4852,repercusión,nf,"repercussion, impact",반향,A-2
4853,prematuro,adj,premature,시기상조의,A-2
4854,fascinar,v,to fascinate,매혹하다,A-2
4855,ganador,nm,winner,승자,B-2
4856,emperador,nm,emperor,황제,A-2
4857,cometa,nmf,"comet (m), kite (f)","혜성, 연",A-1-a
4858,precedente,nm,precedent,선례,A-2
4859,rudo,adj,"rude, crude, coarse",거친,B-2
4860,cerebral,adj,cerebral,뇌의,A-2
4861,mosaico,nm,mosaic,모자이크,A-2
4862,significación,nf,"meaning, significance",의미,A-2
4863,contestación,nf,answer,대답,B-2
4864,pedagógico,adj,"pedagogical, teaching",교육학의,A-2
4865,asilo,nm,"asylum, shelter",망명,B-2
4866,incremento,nm,"increase, raise",증가,A-2
4867,incurrir,v,"incur, fall into",초래하다,A-2
4868,lomo,nm,"back, loin, spine",등심,B-2
4869,tentar,v,"tempt, entice",유혹하다,B-2
4870,navegación,nf,"navigation, shipping",항해,A-2
4871,edificación,nf,"construction, building",건축,A-2
4872,abstracción,nf,abstraction,추상,A-2
4873,veintidós,num,twenty-two,스물둘,B-2
4874,grotesco,adj,"grotesque, ridiculous",기괴한,A-2
4875,duramente,adv,"harshly, severely",심하게,B-2
4876,sumido,adj,"sunken, drowned",가라앉은,B-2
4877,públicamente,adv,"publicly, in public",공개적으로,A-2
4878,resignar,v,"resign, relinquish",사임하다,A-2
