순위,스페인어,품사,의미,분류코드
4454,bastón,nm,(walking) cane,B-2
4455,sombrío,adj,"shady, dark, dismal",B-2
4456,humillación,nf,humiliation,A-2
4457,trance,nm,"trance, fix, enrapture",A-1-b
4458,volante,nm,steering wheel,B-2
4459,adolescente,adj,adolescent,A-2
4460,encabezar,v,"head, lead (off)",B-2
4461,rosado,adj,"pink, rosy",B-2
4462,amistoso,adj,friendly,B-2
4463,noble,nc,"nobleman, noble",A-1-a
4464,radicalmente,adv,radically,A-2
4465,reclamo,nm,"claim, complaint, protest",A-3
4466,asesor,nm/f,"adviser, consultant",B-2
4467,perteneciente,adj,"pertaining, belonging",B-2
4468,novelista,nc,novelist,A-2
4469,herido,nm,wounded (person),B-2
4470,necesitado,adj,"poor, needy",B-2
4471,indefinido,adj,"vague, indefinite",A-2
4472,solidario,adj,"united, jointly shared",A-2
4473,paralizado,adj,paralyzed,A-2
4474,grueso,nm,"bulk, mass",B-2
4475,chupar,v,to suck,B-2
4476,grabación,nf,recording,B-2
4477,frasco,nm,"bottle, jar, flask",B-2
4478,inquietante,adj,disquieting,B-2
4479,visual,adj,visual,A-1-a
4480,verdura,nf,"vegetables, greenery",B-2
4481,violación,nf,"violation, rape",A-2
4482,innovación,nf,innovation,A-2
4483,tertulia,nf,"get-together, meeting of friends",B-2
4484,carcajada,nf,"hearty laughter, guffaw",B-2
4485,cancha,nf,"playing field, court",B-2
4486,republicano,adj,republican,A-2
4487,destruido,adj,destroyed,B-2
4488,aburrimiento,nm,boredom,B-2
4489,trabajador,adj,hardworking,B-2
4490,inquietar,v,"make uneasy, disturb",B-2
4491,grandioso,adj,"magnificent, grandiose",B-2
4492,específicamente,adv,specifically,A-2
4493,exportación,nf,"export, exportation",A-2
4494,extremadamente,adv,extremely,A-2
4495,expandir,v,to expand,A-2
4496,predecir,v,to predict,A-2
4497,dichoso,adj,"fortunate, happy",B-2
4498,condicionar,v,"condition, determine",A-2
4499,agrario,adj,"agrarian, agricultural",A-2
4500,suizo,adj,Swiss,B-2
4501,presunto,adj,"alleged, presumed",A-3
4502,tranvía,nm,"trolley, tram, streetcar",B-2
4503,alertar,v,"alert, warn",A-2
4504,cordón,nm,"cord, yarn, braid",B-2
4505,prioridad,nf,priority,A-2
4506,modalidad,nf,"mode, manner",A-2
4507,desenlace,nm,"outcome, result",B-2
4508,bailarín,nm/f,dancer,B-2
4509,artefacto,nm,"artifact, device",A-2
4510,trono,nm,throne,B-2
4511,adjetivo,nm,adjective,A-2
4512,gama,nf,"range, musical scale",B-2
4513,enfermar,v,to become ill,B-2
4514,gabinete,nm,"cabinet, den, office",A-2
4515,indagar,v,to investigate,B-2
4516,vertiginoso,adj,dizzying,B-2
4517,decente,adj,"respectable, decent",A-2
4518,congelado,adj,frozen,B-2
4519,peón,nm,"unskilled laborer, field hand",B-2
4520,triple,adj,triple,A-1-b
4521,inspector,nm/f,inspector,A-2
4522,órbita,nf,"orbit, socket, field",A-2
4523,autopista,nf,"freeway, motorway",B-2
4524,prosa,nf,prose,A-1-b
4525,paréntesis,nm,"parenthesis, digression",A-2
4526,fabricación,nf,"manufacture, production",A-2
4527,lesión,nf,"injury, wound, harm",A-2
4528,mejilla,nf,cheek,B-2
4529,inseguro,adj,"unsure, unsafe",A-2
4530,muelle,nm,"wharf, dock",B-2
4531,velo,nm,veil,B-2
4532,decoración,nf,decoration,A-2
4533,rancho,nm,"ranch, farm",B-2
4534,exceder,v,"excel, exceed",A-2
4535,joder,v,"f**k, screw (around/up)",B-2
4536,irónico,adj,"ironic, mocking",A-2
4537,alarmar,v,to alarm,A-2
4538,negociación,nf,negotiation,A-2
4539,euforia,nf,"euphoria, elation",A-2
4540,convencimiento,nm,convincing,B-2
4541,asombrado,adj,"amazed, bewildered",B-2
4542,rascar,v,"scratch, scrape",B-2
4543,desconcierto,nm,"disorder, chaos",B-2
4544,economista,nm/f,economist,A-2
4545,oficialmente,adv,officially,A-2
4546,sofisticado,adj,sophisticated,A-2
4547,sobra,nf,"excess, surplus, leftover",B-2
4548,enredar,v,"entangle, ensnare",B-2
4549,ingenioso,adj,"ingenious, clever",B-2
4550,tasa,nf,"rate, fee, levy",B-2
4551,balanza,nf,"balance, (measuring) scale",B-2
4552,factura,nf,"invoice, bill",B-2
4553,hormiga,nf,ant,B-2
4554,vulnerable,adj,vulnerable,A-2
4555,oso,nm,bear,B-2
4556,trazo,nm,"line, stroke",B-2
4557,geométrico,adj,geometric,A-2
4558,suspirar,v,to sigh,B-2
4559,gusano,nm,"worm, caterpillar",B-2
4560,bendito,adj,blessed,B-2
4561,conferir,v,to confer,A-2
4562,manía,nf,"obsession, mania",B-2
4563,disculpa,nf,"apology, excuse",B-2
4564,trascendente,adj,transcendent,A-2
4565,alarmante,adj,alarming,A-2
4566,pequeñito,adj,"very small, tiny",B-2
4567,predominar,v,to predominate,A-2
4568,metáfora,nf,metaphor,A-2
4569,penetración,nf,"penetration, insight",A-2
4570,pasajero,adj,"fleeting, transitory",B-2
4571,whisky,nm,whisky,A-1-b
4572,turístico,adj,tourist,A-2
4573,despejar,v,clear (up),B-2
4574,delirio,nm,"delirium, nonsense",A-2
4575,impecable,adj,"impeccable, faultless",A-2
4576,soberbio,adj,"proud, arrogant",B-2
4577,librería,nf,bookstore,B-2
4578,documentación,nf,documentation,A-2
4579,sonriente,adj,smiling,B-2
4580,decena,nf,ten (of something),B-2
4581,nulo,adj,"void, null",B-2
4582,tigre,nm,tiger,A-1-b
4583,premiar,v,to award,B-2
4584,implacable,adj,"relentless, implacable",A-2
4585,senda,nf,"path, lane",B-2
4586,temperamento,nm,"temperament, personality",A-2
4587,brevemente,adv,briefly,A-3
4588,desayunar,v,to have breakfast,B-2
4589,productivo,adj,"productive, profitable",A-2
4590,dicha,nf,"fortune, happiness, luck",B-2
4591,andaluz,adj,Andalusian,B-2
4592,acta,nf (el),"(meeting) proceedings, minutes",B-2
4593,cera,nf,wax,B-2
4594,tanque,nm,"tank, large container",A-1-a
4595,institucional,adj,institutional,A-2
4596,vigoroso,adj,"vigorous, strong",A-2
4597,batería,nf,"battery, gun deck",A-2
4598,crema,nf,cream,A-1-b
4599,atroz,adj,atrocious,B-2
4600,entretenimiento,nm,entertainment,B-2
4601,pala,nf,shovel,B-2
4602,servidumbre,nf,"staff of servants, servitude",A-2
4603,resucitar,v,to resuscitate,A-2
4604,psicólogo,nm/f,psychologist,A-2
4605,sabroso,adj,"delicious, tasty",B-2
4606,actriz,nf,actress,A-1-b
4607,esencialmente,adv,essentially,A-2
4608,larguísimo,adj,very long,B-2
4609,simultáneo,adj,simultaneous,A-2
4610,burro,nm,donkey,B-2
4611,procedencia,nf,"origin, source",B-2
4612,fiscal,nc,"district attorney, prosecutor",A-2
4613,trascendental,adj,"far-reaching, transcendental",A-2
4614,colorado,adj,"red, colored",B-2
4615,financiar,v,to finance,A-2
4616,participante,nm,participant,A-2
4617,rescate,nm,"rescue, ransom",B-2
4618,apuro,nm,"trouble, predicament",B-2
4619,sudar,v,to sweat,B-2
4620,prestigioso,adj,prestigious,A-2
4621,cautela,nf,caution,B-2
4622,crónico,adj,chronic,A-2
4623,táctica,nf,"tactics, strategy",A-2
4624,descuido,nm,"neglect, oversight",B-2
4625,bíblico,adj,biblical,A-2
4626,matanza,nf,"slaughter, carnage",B-2
4627,perturbar,v,"perturb, upset",A-2
4628,paterno,adj,paternal,A-2
4629,escrito,nm,"manuscript, writing",B-2
4630,pinta,nf,"appearance, look, aspect",B-2
4631,envidiar,v,to envy,B-2
4632,reposar,v,"rest, lie down",B-2
4633,acelerado,adj,"accelerated, quick",A-2
4634,árido,adj,"arid, dry",A-1-a
4635,caprichoso,adj,"capricious, whimsical",B-2
4636,minúsculo,adj,"minute, insignificant",A-2
4637,caldo,nm,"broth, soup",B-2
4638,agonía,nf,"agony, grief",A-2
4639,deteriorar,v,to deteriorate,A-2
4640,tregua,nf,"truce, rest",B-2
4641,vestuario,nm,"wardrobe, changing room",B-2
4642,desesperar,v,"despair, lose hope",B-2
4643,bodega,nf,"cellar, pantry, warehouse",B-2
4644,antena,nf,antenna,A-1-a
4645,ligar,v,"tie, link, bind",B-2
4646,maldad,nf,"evil, wickedness",B-2
4647,obediencia,nf,obedience,A-2
4648,ocurrencia,nf,"idea, witty remark",A-2
4649,abiertamente,adv,openly,B-2
4650,complemento,nm,"complement, supplement",A-2
4651,editor,nm/f,"editor, publisher",A-1-a
4652,periodismo,nm,journalism,A-2
4653,piscina,nf,swimming pool,B-2
4654,provincial,adj,provincial,A-2
4655,mediar,v,to mediate,A-3
4656,endurecer,v,"harden, make hard",B-2
4657,tradicionalmente,adv,traditionally,A-2
4658,inyección,nf,"shot, injection",A-2
4659,ilegal,adj,illegal,A-2
4660,reproche,nm,"reproach, criticism",B-2
4661,consistencia,nf,consistency,A-2
4662,nobleza,nf,"nobility, uprightness",B-2
4663,terrestre,adj,"earthly, of the earth",A-3
4664,impotencia,nf,impotence,A-2
4665,vislumbrar,v,to glimpse,B-2
4666,cordial,adj,"cordial, friendly",A-2
4667,hostilidad,nf,"hostility, enmity",A-2
4668,angustiado,adj,"anguished, distressed",B-2
4669,medicamento,nm,"medicine, drug",A-2
4670,entrenar,v,to train,B-2
4671,piadoso,adj,"devout, pious, merciful",B-2
4672,corporal,adj,"of the body, corporal",A-2
4673,conspiración,nf,conspiracy,A-2
4674,ilimitado,adj,unlimited,B-2
4675,detención,nf,"detention, arrest",A-2
4676,autobús,nm,bus,B-2
4677,firmemente,adv,firmly,B-2
4678,esporádico,adj,sporadic,A-2
4679,destreza,nf,skill,B-2
4680,razonar,v,"reason (out), think",A-2
4681,entrañas,nf,"insides, bowels",B-2
4682,gratitud,nf,gratitude,A-2
4683,rectificar,v,"rectify, straighten (out)",A-2
4684,melancólico,adj,melancholy,A-2
4685,editorial,nmf,"publisher (f), editorial article (m)",A-2
4686,móvil,adj,mobile,A-2
4687,bicho,nm,"bug, creature",B-2
4688,martillo,nm,hammer,A-3
4689,robusto,adj,"strong, robust, sturdy",A-2
4690,cooperación,nf,cooperation,A-2
4691,elevación,nf,"rise, elevation, increase",A-2
4692,atentado,nm,"(terrorist) attack, offense",B-2
4693,puñado,nm,"fistful, small group",B-2
4694,llano,adj,"flat, level, plain",B-2
4695,colombiano,adj,Colombian,B-2
4696,sirena,nf,"siren, mermaid",A-1-b
4697,espuma,nf,"foam, lather",B-2
4698,cirujano,nm/f,surgeon,A-3
4699,angustioso,adj,distressing,B-2
4700,vereda,nf,"path, sidewalk",B-2
4701,excitar,v,to excite,A-2
4702,reivindicación,nf,"claim, demand, redemption",B-2
4703,infección,nf,infection,A-2
4704,chiquillo,nm,"kid, youngster",B-2
4705,distracción,nf,"distraction, amusement",A-2
4706,enumerar,v,"enumerate, count",A-2
4707,estadístico,adj,statistical,A-2
4708,ingrediente,nm,ingredient,A-1-a
4709,posar,v,"rest, pose, land",B-2
4710,maligno,adj,"evil, malignant",A-2
4711,irritar,v,to irritate,A-2
4712,pugna,nf,"battle, struggle",B-2
4713,comprensivo,adj,understanding,A-2
4714,hueco,adj,hollow,B-2
4715,torta,nf,cake,B-2
4716,intérprete,nc,"performer, interpreter",A-2
4717,araña,nf,spider,B-2
4718,facción,nf,"(face) feature, faction",B-2
4719,elocuente,adj,eloquent,A-2
4720,tumbar,v,"knock over, cast down",B-2
4721,adentrar,v,"penetrate, go inside",B-2
4722,diplomático,nm/f,diplomat,A-2
4723,exhibición,nf,"exhibition, showing",A-2
4724,relajar,v,to relax,A-2
4725,escaparate,nm,"showcase, display window",B-2
4726,afín,adj,"related, similar",B-2
4727,sargento,nm,sergeant,A-3
4728,recrear,v,"recreate, amuse",A-2
4729,usual,adj,"normal, usual",A-2
4730,estética,nf,aesthetics,A-2
4731,caballería,nf,"cavalry, knighthood",A-3
4732,padrino,nm,"godparent, sponsor",B-2
4733,diversidad,nf,"diversity, variety",A-2
4734,banquete,nm,"banquet, feast",B-2
4735,bancario,adj,"bank, banking",B-2
4736,impartir,v,"impart, administer",A-2
4737,andar,nm,"walk, gait, pace",B-2
4738,gigante,nc,giant,A-2
4739,afortunado,adj,fortunate,A-2
4740,pabellón,nm,"pavilion, sports hall",B-2
4741,abeja,nf,bee,B-2
4742,asentir,v,"assent, agree",B-2
4743,espontáneamente,adv,spontaneously,A-2
4744,informativo,adj,informative,A-2
4745,violín,nm,violin,A-1-b
4746,astro,nm,star,B-2
4747,dictador,nm,dictator,A-2
4748,roce,nm,"brush, graze",B-2
4749,prolongación,nf,extension,A-2
4750,cráneo,nm,"skull, cranium",A-3
4751,aflojar,v,to loosen,B-2
4752,hola,interj,"hello, hi",B-1
4753,importado,adj,imported,A-2
4754,íntegro,adj,"whole, entire, honest",A-3
4755,agradecimiento,nm,"gratitude, gratefulness",B-2
4756,extra,adj,extra,A-1-a
4757,audacia,nf,"boldness, audacity",A-2
4758,cólera,nmf,"rage (f), cholera (m)",A-2
4759,resignación,nf,"resignation, acceptance",A-2
4760,legislación,nf,legislation,A-2
4761,recíproco,adj,reciprocal,A-2
4762,caramelo,nm,"piece of candy, caramel",A-2
4763,pólvora,nf,"gunpowder, powder",B-2
4764,rol,nm,role,A-1-a
4765,fértil,adj,"fertile, rich",A-2
4766,ensuciar,v,to get dirty,B-2
4767,largar,v,"let go, start out",B-2
4768,acomodado,adj,"well-to-do, suitable",B-2
4769,idiota,nc,"idiot, dunce",A-2
4770,bahía,nf,bay,B-2
4771,latitud,nf,latitude,A-2
4772,buey,nm,ox,B-2
4773,vaivén,nm,"swinging, rocking",B-2
4774,equivocación,nf,"mistake, misconception",B-2
4775,comunismo,nm,communism,A-2
4776,partícula,nf,particle,A-2
4777,intermedio,nm,"means, interval",A-2
4778,económicamente,adv,economically,A-2
4779,limosna,nf,"alms, charity",B-2
4780,equivalente,nm,equivalent,A-2
4781,flecha,nf,"arrow, dart",B-2
4782,soberano,adj,"sovereign, self-assured",B-2
4783,presentir,v,sense in advance,B-2
4784,desilusión,nf,"disappointment, letdown",B-2
4785,insertar,v,"insert, put in",A-2
4786,pato,nm,duck,B-2
4787,guerrero,adj,"warrior, warlike",B-2
4788,grieta,nf,"crack, opening, slit",B-2
4789,jinete,nm,"rider, horseman",B-2
4790,involuntario,adj,involuntary,A-2
4791,discurrir,v,"flow, pass, roam",B-2
4792,inexistente,adj,non-existent,A-2
4793,subjetivo,adj,subjective,A-2
4794,agricultor,nm/f,farmer,A-2
4795,garra,nf,"claw, fang",B-2
4796,engordar,v,"fatten, get fat",B-2
4797,soporte,nm,"support, endorsement",A-3
4798,concurrencia,nf,"coming together, participation",B-2
4799,pirámide,nf,pyramid,A-2
4800,aventurar,v,"venture, risk",A-2
4801,neutro,adj,neutral,A-2
4802,demandar,v,"claim, sue",A-2
4803,fósforo,nm,"match, match stick",B-2
4804,profeta,nm,prophet,A-2
4805,renacer,v,"be reborn, reappear",B-2
4806,restablecer,v,"reestablish, restore",B-2
4807,muslo,nm,thigh,B-2
4808,desconcertado,adj,"disoriented, disconcerted",B-2
4809,retiro,nm,"withdrawal, retreat",B-2
4810,comando,nm,"command, order",A-2
4811,sobrevenir,v,"occur, befall, strike",B-2
4812,emisión,nf,"broadcast, emission",A-2
4813,rebasar,v,"exceed, pass over",B-2
4814,tenor,nm,a tenor de: in accordance with,B-2
4815,recompensa,nf,"reward, recompense",B-2
4816,complicidad,nf,"involvement, complicity",B-2
4817,recelo,nm,"mistrust, suspicion",B-2
4818,vibración,nf,vibration,A-2
4819,restricción,nf,restriction,A-2
4820,acatar,v,"comply with, abide by",B-2
4821,transitar,v,"roam, go by",A-2
4822,vara,nf,"rod, stick",B-2
4823,clientela,nf,"customers, clients",A-3
4824,soberanía,nf,sovereignty,B-2
4825,impreciso,adj,"imprecise, vague",A-2
4826,percatar,v,"inform, become aware",B-2
4827,frialdad,nf,"coldness, indifference",B-2
4828,encomendar,v,"commend, entrust",B-2
4829,inspección,nf,inspection,A-2
4830,inicial,nf,initial (letters),A-2
4831,seducir,v,"seduce, tempt",A-2
4832,incidencia,nf,"ocurrence, impact",A-2
4833,retroceso,nm,movement backwards,B-2
4834,micrófono,nm,microphone,A-2
4835,previsible,adj,foreseeable,B-2
4836,ventanilla,nf,(vehicle) window,B-2
4837,frontal,adj,frontal,A-1-a
4838,extinción,nf,extinction,A-2
4839,infinito,nm,"infinite, infinity",A-2
4840,campeón,nm,champion,A-2
4841,incidir,v,"influence, affect",B-2
4842,monstruoso,adj,monstrous,A-2
4843,persistente,adj,persistent,A-2
4844,oxígeno,nm,oxygen,A-2
4845,rigidez,nf,rigidity,A-2
4846,educado,adj,educated,A-2
4847,irreversible,adj,irreversible,A-2
4848,despedida,nf,"goodbye, farewell",B-2
4849,vengar,v,"take revenge, avenge",B-2
4850,encaje,nm,lace,B-2
4851,estropear,v,"ruin, mess up",B-2
4852,repercusión,nf,"repercussion, impact",A-2
4853,prematuro,adj,premature,A-2
4854,fascinar,v,to fascinate,A-2
4855,ganador,nm,winner,B-2
4856,emperador,nm,emperor,A-2
4857,cometa,nmf,"comet (m), kite (f)",A-1-a
4858,precedente,nm,precedent,A-2
4859,rudo,adj,"rude, crude, coarse",B-2
4860,cerebral,adj,cerebral,A-2
4861,mosaico,nm,mosaic,A-2
4862,significación,nf,"meaning, significance",A-2
4863,contestación,nf,answer,B-2
4864,pedagógico,adj,"pedagogical, teaching",A-2
4865,asilo,nm,"asylum, shelter",B-2
4866,incremento,nm,"increase, raise",A-2
4867,incurrir,v,"incur, fall into",A-2
4868,lomo,nm,"back, loin, spine",B-2
4869,tentar,v,"tempt, entice",B-2
4870,navegación,nf,"navigation, shipping",A-2
4871,edificación,nf,"construction, building",A-2
4872,abstracción,nf,abstraction,A-2
4873,veintidós,num,twenty-two,B-2
4874,grotesco,adj,"grotesque, ridiculous",A-2
4875,duramente,adv,"harshly, severely",B-2
4876,sumido,adj,"sunken, drowned",B-2
4877,públicamente,adv,"publicly, in public",A-2
4878,resignar,v,"resign, relinquish",A-2
4879,mortal,nc,mortal,A-1-a
4880,siniestro,adj,sinister,A-2
4881,místico,adj,mystical,A-2
4882,cabina,nf,"cabin, cockpit",A-1-b
4883,dialogar,v,"confer, talk",B-2
4884,exento,adj,"exempt, free",B-2
4885,guerrero,nm/f,"warrior, soldier",B-2
4886,acera,nf,sidewalk,B-2
4887,clínico,adj,clinical,A-2
4888,largamente,adv,"for a long time, at length",B-2
4889,callejero,adj,of the street,B-2
4890,adherir,v,"adhere, attach",A-2
4891,voluntariamente,adv,voluntarily,A-2
4892,centavo,nm,cent,B-2
4893,molino,nm,"mill, windmill",B-2
4894,parcialmente,adv,partially,A-2
4895,decepción,nf,"disappointment, disenchantment",A-2
4896,alojar,v,"host, accommodate",B-2
4897,debidamente,adv,"properly, duly",B-2
4898,ente,nm,"entity, being, firm",B-2
4899,internar,v,to confine,A-2
4900,mismísimo,adj,very same,B-2
4901,contundente,adj,"decisive, blunt, forceful",B-2
4902,inundación,nf,"flood, deluge",B-2
4903,diligencia,nf,diligence,A-2
4904,viceversa,adv,vice versa,A-1-a
4905,séptimo,adj,seventh,B-2
4906,complejidad,nf,complexity,A-2
4907,carente,adj,"lacking, devoid",B-2
4908,nítido,adj,"clear, clean, neat",B-2
4909,imponente,adj,"impressive, magnificent",B-2
4910,vecindad,nf,"nearness, vicinity",B-2
4911,secular,adj,"secular, lay",A-2
4912,cabra,nf,goat,B-2
4913,olfato,nm,sense of smell,B-2
4914,denominación,nf,"name, denomination",A-2
4915,bordear,v,to border,B-2
4916,envergadura,nf,"breadth, expanse",B-2
4917,admirador,nm,admirer,A-2
4918,instruir,v,to instruct,A-2
4919,rebaño,nm,"herd, flock",B-2
4920,inicialmente,adv,initially,A-2
4921,vegetal,nm,"plant, vegetable",A-2
4922,inseparable,adj,inseparable,A-2
4923,fiera,nf,(wild) beast,B-2
4924,verter,v,"pour, spill, shed",B-2
4925,desmentir,v,to contradict,B-2
4926,inestable,adj,"unstable, unsteady",A-2
4927,olla,nf,"pot, kettle",B-2
4928,terriblemente,adv,terribly,A-2
4929,coco,nm,coconut,B-2
4930,sótano,nm,basement,B-2
4931,agresividad,nf,aggressiveness,A-2
4932,mentalmente,adv,mentally,A-2
4933,adhesión,nf,adherence,A-2
4934,convención,nf,"convention, assembly",A-2
4935,paraje,nm,"place, spot",B-2
4936,frívolo,adj,"trivial, frivolous",B-2
4937,cohete,nm,rocket,B-2
4938,prodigioso,adj,"prodigious, famous",A-2
4939,almohada,nf,pillow,B-2
4940,eficiencia,nf,efficiency,A-2
4941,laborioso,adj,"laborious, industrious",A-2
4942,eclesiástico,adj,ecclesiastical,A-2
4943,confundido,adj,confused,B-2
4944,tejado,nm,"roof, housetop",B-2
4945,elefante,nm,elephant,A-2
4946,descifrar,v,to decipher,B-2
4947,navaja,nf,"razor, blade, navaja",B-2
4948,maldición,nf,"damnation, curse",B-2
4949,marinero,nm/f,sailor,A-3
4950,bachillerato,nm,high school diploma,B-2
4951,marrón,adj,brown,B-2
4952,entablar,v,"start, establish",B-2
4953,desequilibrio,nm,"imbalance, unsteadiness",B-2
4954,sintético,adj,synthetic,A-2
4955,bélico,adj,warlike,B-2
4956,combinado,adj,combined,A-2
4957,desperdicio,nm,"waste, refuse, garbage",B-2
4958,propagar,v,"propagate, spread",A-2
4959,ampliación,nf,"enlargement, extension",B-2
4960,recipiente,nm,"container, recipient, tank",A-3
4961,parlamentario,adj,parliamentary,A-2
4962,trasero,adj,"behind, back",B-2
4963,despliegue,nm,"deployment, display",B-2
4964,libra,nf,pound (money/weight),B-2
4965,incursión,nf,"invasion, incursion",A-2
4966,irreal,adj,unreal,A-2
4967,toalla,nf,towel,B-2
4968,tenis,nm,tennis,A-1-b
4969,perfilar,v,"outline, shape",B-2
4970,entusiasta,adj,enthusiastic,A-2
4971,descarga,nf,"unloading, discharge",B-2
4972,patriótico,adj,patriotic,A-2
4973,higiene,nf,hygiene,A-2
4974,decaer,v,"decay, wane",B-2
4975,cuenca,nf,"socket, basin, bowl",B-2
4976,aplastado,adj,"crushed, flattened",B-2
4977,cal,nf,"lime, whitewash",B-2
4978,rítmico,adj,rhythmic,A-2
4979,disfrazar,v,"disguise, hide, conceal",B-2
4980,pionero,nm,pioneer,A-2
4981,volcán,nm,volcano,A-2
4982,puta,nf,"whore, prostitute",B-2
4983,hispano,adj,Hispanic,A-2
4984,diamante,nm,diamond,A-2
4985,constructivo,adj,constructive,A-2
4986,delicadeza,nf,"gentleness, tenderness",B-2
4987,ocasional,adj,"occasional, random",A-2
4988,expulsión,nf,"expulsion, ejection",A-2
4989,enigma,nm,"enigma, mystery",A-2
4990,monumental,adj,monumental,A-2
4991,hectárea,nf,hectare,B-2
4992,accesible,adj,accessible,A-2
4993,inmigrante,nc,immigrant,A-2
4994,irrumpir,v,"burst in, raid",B-2
4995,prevención,nf,"prevention, warning",A-2
4996,cerco,nm,"fence, circle, ring",B-2
4997,penumbra,nf,"semidarkness, twilight",B-2
4998,jugada,nf,"move, play",B-2
4999,estampa,nf,"print, engraving, illustration",B-2
5000,cueva,nf,cave,B-2
